@indry_suryani sudah cek email kah? apakah itinerary nya sudah masuk?;0
@amelia_triana Percaya deh, mana mungkin kami ingin mempersulit konsumen kami? :);0
@mandalaair memangnya msh bisa pake nomer booking yg tadi? Sedangkan limitnya sampe jam 12.22 tadi;0
@KacangGaruda LeBron dan Heat Bangga Diundang Obama ke Gedung Putih http://bit.ly/WpSxJ5 #KGPremier;0
@mandalaair jkt- kupang ada promo ga?;0
@widiiswaraa coba cek facebook fanpage MiraiOcha ya!;0
@amelia_triana tentu, Amelia.. tentu kami ingin terus menambah semua metode pembayaran yg ada untuk mempermudah konsumen.. Namun itu semua;0
@mandalaair tp bsk kan sdh ga ada promo yg 88rb..;0
@mevasitohang ini pembayaran belum terekam, Merlin :( Masih ada tanda "jumlah yg harus dibayarkan". Mohon melakukan pemesanan baru ya..;0
@mandalaair kok pembayaran di atm non tunai udah mengikuti prosedur yang ditunjukkin tetep ga bisa ya? @hend_xyz @dodicandra;0
@mandalaair cb book 88 rb, keluarnya 1 orang88.000Bagasi. 75.000Tax ??n VaT ; 26.000Tiger add on ; 6818. Jatuhnya 193ribu... Koq gini min ?;0
Tertarik ke Kuala Lumpur dgn harga segini? Ikuti promo Buy 1 Get 2 dari @mandalaair &amp; BCA di sini http://ow.ly/hdCVT http://ow.ly/i/1raL8;0
Ga ade kmrn bu.. Lgsung aj RT @LintangBloom: @mandalaair ada web check in atau harus checkin di airport?;0
@mandalaair dear admin :D kalo gak, yang tgl 23 MES-CGK 19:20 ditambah 1 seat promo lagi deh min, kurang 1 aja nih min huhu;0
@mandalaair ini kapan bisa ny transaksiii???;0
@QiemoNIQue halo Monique, kami sudah menginfokan mengenai ini sejak kemarin, dan tidak di semua mesin ATM bermasalah,;0
(.?) lirik2 @rarawainialvi RT @AirAsiaGoID: Berlibur di Hanoi Vietnam juga bisa menjadi liburan yang berbeda saat Tahun Baru Cina nanti;0
@Meccamocca cek timeline "favorit" kita yuk utk infonya :);0
@mandalaair @tiaakmal @SwankyTraveler dpt kl-jkt wl ga 88rb bgt sihhh :p tp okeylah 144rm/2 org. Thx mandala air :-);0
@mandalaair dan sampai kapan min qta harus menunggu trouble dari pihak ATM BCA nya (cont) http://tl.gd/ks1riq;0
@DyahAyuYunita bisa, Dyah. nanti utk mengubah data bisa menghubungi call center kami di 001803601933 ya :);0
@mandalaair keterangan payment due sebelah mna ya min? :D sya lampirkn foto'a niih http://t.co/ershjH57;0
@bun_cis atau mencoba pembayaran lagi malam nanti atau esok hari. Terima kasih :);0
@mandalaair saranku sih..kenapa ga dibuat spy bs byr pk internet banking? Jd yg ga pk CC punya pilihan cara pembayaran kl atm trouble.;0
@dittakirana utk mengubah jadwal penerbangan biayanya bisa dilihat di sini ya :) http://www.tigerairways.com/id/en/fees2.php;0
@tiaakmal @SwankyTraveler @julie_demora betul. terima kasih infonya, Meuthia :) Hanya flight RI yg promo, kecuali rute BKK :);0
@Meiaow tidak bisa, Mei :D kita ada batasan 9 orang sekali booking. utk group booking bisa email ke groups@mandalaair.com ya :);0
@priyoagain ada.. cek di "favorit" kami utk detail, atau langsung ke http://www.mandalaair.com yuk :);0
@Messner714UI Dan mohon dicoba untuk menghubungi kembali call center kami di 001803601933 ya.. Terima kasih :);0
@Messner714UI ke depannya. Nantikan kehadirannya ya :) Untuk sementara, mohon pengertian dan kesabarannya ya, Pak..;0
@Messner714UI tergabung dengan call center Singapura. Call center lokal sedang dalam proses supaya lebih cepat menangani permintaan konsumen;0
@Messner714UI Mohon maaf harus menunggu lama hingga call center kami menjawab teleponnya, dikarenakan saat ini call center kami masih;0
Mau tanya, apa aja yang harus dibawa saat check-in kalo pembayarannya dgn kartu kredit? Mohon jawaban ASAP ya @mandalaair. Thanks ?;0
@Meiaow mohon kesabaran dan pengertiannya ya, karena kami sedang dalam upaya perbaikan supaya pembayaran berjalan normal. Terima kasih :);0
@Meiaow Hai Mei, utk promo #MandalaBuy1Get2 memang adalah kerjasama kami dengan BCA.. Sekarang memang ada sedikit masalah dengan pembayaran,;0
@amelia_triana mohon pengertiannya ya, Amelia.. kami akan mencarikan jalan keluarnya secepat kami bisa.. Terima kasih :);0
@amelia_triana hanya saja memang saat ini sedang ada sedikit kendala teknis dengan pembayaran via ATM BCA dan kami sedang memperbaikinya..;0
Semoga tidak seperti promo2 yg kemaren RT @mandalaair: @ichie20 mudah-mudahan tidak.. Amiinn.. :) We're trying our best not to disappoint u;0
