@amelia_triana kami masih terus mencari tahu penyebabnya, Amelia, karena rupanya tidak di semua ATM bermasalah, banyak juga yg berhasil;1
ah kecewa ah. :p. @mandalaair sudah saya ya hubungi berkali2 tp tetap tidak bisa. Dan ternyata gak bebas pulsa. hm... bisa minta di cek request di DM. tks;1
lah payah. :p. @nunik99 mohon maaf atas ketidaknyamanannya, Nunik.. Kami sedang melakukan perbaikan di pembayaran via ATM BCA, mohon ditunggu ya :);1
@mandalaair bbrp hari yg lalu aku jg terima jwban spt ini waktu gagal byr via atm..;1
lemot banget sih prosesnya. @bun_cis halo Sisca, mohon maaf, saat ini ada sedikit kendala teknis utk pembayaran via ATM BCA. Mohon mencoba metode pembayaran lainnya ya;1
booking @mandalaair done..pas bayar gagal trus..help?@mandalaair;1
kapok lah gua pake mandalam/ Pls help @mandalaair udh pny kode booking koq ga ada email konfirmasi gmn ngeprint tiketnya? :( tlp call centre udh 15mnt sibuk trs;1
gagal molo nih min. @mandalaair ya sory kl aku smp bilang promo 1/2 hati, krn bkn skali ini aja aku gagal byr via atm pas lg promo..;1
@nightlupin Halo, kami mohon maaf atas ketidaknyamanannya.. Bolehkah dicoba lagi malam nanti / esok hari? Terima kasih.. :);1
jengkel lah pake BCA. nyoba 4 ATM BCA berbeda buat bayar e-ticket, semua jawabannya "maaf transaksi tidak dapat diproses"..;1
ah udah lah gagal, selimutan aja! #eh @juliaputf: Move on cuma bisa dilakukan kalo udah siap. Kalo belom, jangan harap.;1
ah anjing nih gua maen game kalah terus;1
fuck lah kok gua makin jelas gini hidupnya;1
jir ini mainan makin mahal aja. gimana mau maen;1
Iya jelek banget dah... @si_enthon9: @aniaprili itu Siberian punya siapa sih? Mbok besok kalo ada acara kumpul2 gitu dibawa.. :(;1
Bajingan bed dah -_-" .Berlusconi mengisyaratkan utk menolak semua laga Serie-A jika para pemainnya mendapatkan perlakuan RASIS dilapangan.;1
